# Wavelength in nm, Data in W / (nm m2)
#wavelength data
318.8408705569131 7.969004055603894e-13
318.98896309313955 3.1688174253176676e-12
319.137055629366 7.997496606681498e-11
319.28514816559243 -6.140018418075869e-11
319.4332407018189 1.3350501967388413e-10
319.5813332380453 3.1382205125762906e-10
319.7294257742718 2.2022197876285722e-10
319.87751831049826 1.8584653501944788e-10
320.0256108467247 2.9271303497872077e-10
320.17370338295115 1.0241004817531192e-10
320.3217959191776 -5.895796075395977e-11
320.46988845540403 4.681871880837318e-11
320.61798099163053 -1.166335020791994e-10
320.766073527857 1.5822755371872005e-10
320.9141660640834 4.678201747854009e-11
321.06225860030986 -2.4331312229078416e-11
321.2103511365363 -1.0447005205050866e-10
321.35844367276275 3.451249352090201e-11
321.50653620898925 2.69902602579281e-10
321.6546287452157 5.601699897892718e-11
321.80272128144213 2.430731582968798e-10
321.9508138176686 1.5716371302405185e-10
322.098906353895 -1.466532532179487e-10
322.2469988901215 4.493107684059161e-11
322.39509142634796 2.469922270034506e-10
322.5431839625744 -1.2257740440383454e-10
322.69127649880085 -1.4424725997037862e-10
322.8393690350273 3.4647492584473424e-11
322.98746157125373 1.202140726994121e-10
323.13555410748023 9.861816572847292e-11
323.2836466437067 3.5017724781802715e-11
323.4317391799331 -4.420581971186723e-11
323.57983171615956 9.12750809127645e-11
323.727924252386 1.6542300762948997e-10
323.87601678861245 9.725950482163762e-11
324.02410932483895 -1.5210516021563512e-11
324.1722018610654 -8.079901165110773e-12
324.32029439729183 2.818246630787042e-11
324.4683869335183 1.1077329293520966e-10
324.6164794697447 1.0324596120064793e-10
324.76457200597116 6.918300105511795e-11
324.91266454219766 9.011779674558129e-11
325.0607570784241 8.365360361734855e-11
325.20884961465055 6.453285379538646e-11
325.356942150877 9.578034857290246e-11
325.50503468710343 4.8352096527459086e-11
325.6531272233299 -5.424317597614201e-12
325.8012197595564 -6.975989969055538e-11
325.9493122957828 2.6574364347816155e-11
326.09740483200926 1.5099949777763467e-10
326.2454973682357 1.435561734587254e-10
326.39358990446215 7.93861772530654e-11
326.54168244068865 3.474452483300054e-11
326.6897749769151 4.344368261667641e-11
